locus_tag	ftype	length_bp	gene	EC_number	COG	product
MAMBLCDF_02253	CDS	1770	gsiA_4	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
MAMBLCDF_02254	CDS	537		5.2.1.8		Peptidyl-prolyl cis-trans isomerase cyp18
MAMBLCDF_02255	CDS	531	fecI_1		COG1595	putative RNA polymerase sigma factor FecI
MAMBLCDF_02256	CDS	975	fecR_1		COG3712	Protein FecR
MAMBLCDF_02257	CDS	2529	fhuA_1		COG1629	Ferrichrome outer membrane transporter/phage receptor
MAMBLCDF_02258	CDS	927	fhuD		COG0614	Iron(3+)-hydroxamate-binding protein FhuD
MAMBLCDF_02259	CDS	2028	fhuB		COG0609	Iron(3+)-hydroxamate import system permease protein FhuB
MAMBLCDF_02260	CDS	1068				hypothetical protein
MAMBLCDF_02261	CDS	864	fhuC_2	7.2.2.16	COG1120	Iron(3+)-hydroxamate import ATP-binding protein FhuC
MAMBLCDF_02262	CDS	1386				IS1182 family transposase ISMno9
MAMBLCDF_02263	tRNA	75				tRNA-Gly(gcc)
MAMBLCDF_02264	CDS	516	proX		COG3760	Prolyl-tRNA editing protein ProX
MAMBLCDF_02265	CDS	900	cnoX		COG3118	Chaperedoxin
MAMBLCDF_02266	CDS	672	lon2_1	3.4.21.53	COG0466	Lon protease 2
MAMBLCDF_02267	CDS	1395				hypothetical protein
MAMBLCDF_02268	tRNA	80				tRNA-Phe(gaa)
MAMBLCDF_02269	CDS	2394	aceE_1	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
MAMBLCDF_02270	CDS	483	lrp_5		COG1522	Leucine-responsive regulatory protein
MAMBLCDF_02271	CDS	312				hypothetical protein
MAMBLCDF_02272	CDS	1041	yhdY_1		COG0765	Inner membrane amino-acid ABC transporter permease protein YhdY
MAMBLCDF_02273	CDS	1260				hypothetical protein
MAMBLCDF_02274	CDS	1029	yhdW_3			Putative amino-acid ABC transporter-binding protein YhdW
MAMBLCDF_02275	CDS	333				hypothetical protein
MAMBLCDF_02276	CDS	1548	dap_1	3.4.11.19		D-aminopeptidase
MAMBLCDF_02277	CDS	765			COG1120	putative ABC transporter ATP-binding protein
MAMBLCDF_02278	CDS	1014			COG0609	putative ABC transporter permease protein
MAMBLCDF_02279	CDS	1035	btuF_3			Vitamin B12-binding protein
MAMBLCDF_02280	CDS	480			COG1720	S-adenosyl-L-methionine-binding protein
MAMBLCDF_02281	CDS	810				hypothetical protein
MAMBLCDF_02282	CDS	876	tupA			Tungstate-binding protein TupA
MAMBLCDF_02283	CDS	741	artM_1		COG1126	Arginine transport ATP-binding protein ArtM
MAMBLCDF_02284	CDS	702	tupB			Tungstate uptake system permease protein TupB
MAMBLCDF_02285	CDS	891				hypothetical protein
MAMBLCDF_02286	CDS	567	mntP		COG1971	putative manganese efflux pump MntP
MAMBLCDF_02287	CDS	879				hypothetical protein
MAMBLCDF_02288	CDS	1137		4.1.2.42		D-threonine aldolase
MAMBLCDF_02289	CDS	1821	msbA_2	7.5.2.6	COG1132	Lipid A export ATP-binding/permease protein MsbA
MAMBLCDF_02290	CDS	1533	lfrA		COG0477	Multidrug efflux pump LfrA
MAMBLCDF_02291	CDS	630				hypothetical protein
MAMBLCDF_02292	CDS	1044	cgtA	3.6.5.-		GTPase Obg/CgtA
MAMBLCDF_02293	CDS	654				hypothetical protein
MAMBLCDF_02294	CDS	267	rpmA_1		COG0211	50S ribosomal protein L27
MAMBLCDF_02295	CDS	675				hypothetical protein
MAMBLCDF_02296	tRNA	90				tRNA-Ser(cga)
MAMBLCDF_02297	CDS	1098				hypothetical protein
MAMBLCDF_02298	CDS	315				hypothetical protein
MAMBLCDF_02299	CDS	258				hypothetical protein
MAMBLCDF_02300	CDS	129				hypothetical protein
MAMBLCDF_02301	CDS	879				hypothetical protein
MAMBLCDF_02302	CDS	141				hypothetical protein
MAMBLCDF_02303	CDS	207				hypothetical protein
MAMBLCDF_02304	CDS	204				hypothetical protein
MAMBLCDF_02305	CDS	1686	aspT_2			Aspartate/alanine antiporter
MAMBLCDF_02306	CDS	1644	asD	2.6.1.1		Bifunctional aspartate aminotransferase and L-aspartate beta-decarboxylase
MAMBLCDF_02307	CDS	1692	aspT_3			Aspartate/alanine antiporter
MAMBLCDF_02308	CDS	2763				hypothetical protein
MAMBLCDF_02309	CDS	261				hypothetical protein
MAMBLCDF_02310	CDS	1677				hypothetical protein
MAMBLCDF_02311	CDS	933				hypothetical protein
MAMBLCDF_02312	CDS	1764			COG0659	putative sulfate transporter
MAMBLCDF_02313	CDS	660				hypothetical protein
MAMBLCDF_02314	CDS	624	tmoT			Response regulator protein TmoT
MAMBLCDF_02315	CDS	450				hypothetical protein
MAMBLCDF_02316	CDS	1875				hypothetical protein
MAMBLCDF_02317	CDS	270				hypothetical protein
MAMBLCDF_02318	CDS	582				hypothetical protein
MAMBLCDF_02319	CDS	486				hypothetical protein
MAMBLCDF_02320	CDS	783		2.7.4.1		Polyphosphate:ADP phosphotransferase 3
MAMBLCDF_02321	CDS	450				hypothetical protein
MAMBLCDF_02322	CDS	1233	yibH		COG1566	Inner membrane protein YibH
MAMBLCDF_02323	CDS	369				hypothetical protein
MAMBLCDF_02324	CDS	1344	hemN	1.3.98.3	COG0635	Oxygen-independent coproporphyrinogen III oxidase
MAMBLCDF_02325	CDS	648				hypothetical protein
MAMBLCDF_02326	CDS	900	dapA_4	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
MAMBLCDF_02327	CDS	1428		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
MAMBLCDF_02328	CDS	849	mltF_4	4.2.2.-		Membrane-bound lytic murein transglycosylase F
MAMBLCDF_02329	CDS	663	glnP_1		COG0765	Glutamine transport system permease protein GlnP
MAMBLCDF_02330	CDS	765	tcyC	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyC
MAMBLCDF_02331	CDS	1269	dadA1_2	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
MAMBLCDF_02332	CDS	969	sbnB	1.5.1.51	COG2423	N-((2S)-2-amino-2-carboxyethyl)-L-glutamate dehydrogenase
MAMBLCDF_02333	CDS	1170	mdlB_3	1.1.99.31		(S)-mandelate dehydrogenase
MAMBLCDF_02334	CDS	768				hypothetical protein
MAMBLCDF_02335	CDS	513				hypothetical protein
MAMBLCDF_02336	CDS	1314	sasA_9	2.7.-.-		Adaptive-response sensory-kinase SasA
MAMBLCDF_02337	CDS	750	ompR_2			Transcriptional regulatory protein OmpR
MAMBLCDF_02338	CDS	1551	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
MAMBLCDF_02339	CDS	849				hypothetical protein
MAMBLCDF_02340	CDS	225				hypothetical protein
MAMBLCDF_02341	CDS	996			COG1638	putative protein
MAMBLCDF_02342	CDS	1284	siaT_1		COG1593	Sialic acid TRAP transporter permease protein SiaT
MAMBLCDF_02343	CDS	546				hypothetical protein
MAMBLCDF_02344	CDS	981				hypothetical protein
MAMBLCDF_02345	CDS	1398				hypothetical protein
MAMBLCDF_02346	CDS	672	kynB_1	3.5.1.9		Kynurenine formamidase
MAMBLCDF_02347	CDS	786	nanR_4			HTH-type transcriptional repressor NanR
MAMBLCDF_02348	CDS	1014	yiaO_2		COG1638	2,3-diketo-L-gulonate-binding periplasmic protein YiaO
MAMBLCDF_02349	CDS	1299	siaM_2		COG1593	Sialic acid TRAP transporter large permease protein SiaM
MAMBLCDF_02350	CDS	507				hypothetical protein
MAMBLCDF_02351	CDS	771	bacC_3	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
MAMBLCDF_02352	CDS	783	crt_1	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
MAMBLCDF_02353	CDS	1194	uctC_2	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
MAMBLCDF_02354	CDS	1257				hypothetical protein
MAMBLCDF_02355	CDS	633				hypothetical protein
MAMBLCDF_02356	CDS	1089	btuD_10	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
MAMBLCDF_02357	CDS	699	modB		COG4149	Molybdenum transport system permease protein ModB
MAMBLCDF_02358	CDS	807	modA_2		COG0725	Molybdate-binding protein ModA
MAMBLCDF_02359	CDS	207	mopII			Molybdenum-pterin-binding protein 2
MAMBLCDF_02360	CDS	708				hypothetical protein
MAMBLCDF_02361	CDS	855	sseA	2.8.1.2	COG2897	3-mercaptopyruvate sulfurtransferase
MAMBLCDF_02362	CDS	717	alaS_1	6.1.1.7	COG0013	Alanine--tRNA ligase
MAMBLCDF_02363	CDS	795	ephD	1.-.-.-	COG1028	putative oxidoreductase EphD
MAMBLCDF_02364	CDS	1476	phrA_1	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
MAMBLCDF_02365	CDS	591				hypothetical protein
MAMBLCDF_02366	CDS	3189	oqxB21			multidrug efflux RND transporter permease subunit OqxB21
MAMBLCDF_02367	CDS	1137	bepF_2			Efflux pump periplasmic linker BepF
MAMBLCDF_02368	CDS	1479	gatB_1	6.3.5.-	COG0064	Aspartyl/glutamyl-tRNA(Asn/Gln) amidotransferase subunit B
MAMBLCDF_02369	CDS	507	paiA_1	2.3.1.57	COG0454	Spermidine/spermine N(1)-acetyltransferase
MAMBLCDF_02370	CDS	486	phnO	2.3.1.280		Aminoalkylphosphonate N-acetyltransferase
MAMBLCDF_02371	CDS	708	yfcG_2	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
MAMBLCDF_02372	CDS	372				hypothetical protein
MAMBLCDF_02373	CDS	270				hypothetical protein
MAMBLCDF_02374	CDS	423	ndk_1	2.7.4.6		Nucleoside diphosphate kinase
MAMBLCDF_02375	CDS	825				hypothetical protein
MAMBLCDF_02376	CDS	2088	ynfE	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
MAMBLCDF_02377	CDS	363				hypothetical protein
MAMBLCDF_02378	CDS	720				hypothetical protein
MAMBLCDF_02379	CDS	738				hypothetical protein
MAMBLCDF_02380	CDS	624	purN_1	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
MAMBLCDF_02381	CDS	1071	purM_1	6.3.3.1	COG0150	Phosphoribosylformylglycinamidine cyclo-ligase
MAMBLCDF_02382	CDS	531	pgsA_2	2.7.8.5		CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
MAMBLCDF_02383	CDS	1110	yhhT		COG0628	Putative transport protein YhhT
MAMBLCDF_02384	CDS	699				hypothetical protein
MAMBLCDF_02385	CDS	1371				hypothetical protein
MAMBLCDF_02386	CDS	2217	ppk_1	2.7.4.1	COG0855	Polyphosphate kinase
MAMBLCDF_02387	CDS	1482	gppA	3.6.1.40		Guanosine-5'-triphosphate,3'-diphosphate pyrophosphatase
MAMBLCDF_02388	CDS	1449	mco_1	1.-.-.-		Multicopper oxidase mco
MAMBLCDF_02389	tRNA	85				tRNA-Leu(tag)
MAMBLCDF_02390	CDS	1422	tig_1	5.2.1.8	COG0544	Trigger factor
MAMBLCDF_02391	CDS	621	clpP_1	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
MAMBLCDF_02392	CDS	1269	clpX_1			ATP-dependent Clp protease ATP-binding subunit ClpX
MAMBLCDF_02393	CDS	2430	lon_2	3.4.21.53		Lon protease
MAMBLCDF_02394	tRNA	77				tRNA-Asp(gtc)
MAMBLCDF_02395	tRNA	77				tRNA-Asp(gtc)
MAMBLCDF_02396	tRNA	76				tRNA-Val(tac)
MAMBLCDF_02397	CDS	231				hypothetical protein
MAMBLCDF_02398	CDS	708				hypothetical protein
MAMBLCDF_02399	CDS	138				hypothetical protein
MAMBLCDF_02400	CDS	228				hypothetical protein
MAMBLCDF_02401	CDS	2718	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
MAMBLCDF_02402	CDS	618				hypothetical protein
MAMBLCDF_02403	CDS	381	ndhC_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
MAMBLCDF_02404	CDS	585	nuoB	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit B
MAMBLCDF_02405	CDS	609	nqo5	7.1.1.-	COG0852	NADH-quinone oxidoreductase chain 5
MAMBLCDF_02406	CDS	438				hypothetical protein
MAMBLCDF_02407	CDS	1191	nuoD_1	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit D
MAMBLCDF_02408	CDS	1197				hypothetical protein
MAMBLCDF_02409	CDS	1305	nqo1	7.1.1.-	COG1894	NADH-quinone oxidoreductase chain 1
MAMBLCDF_02410	CDS	2064	nqo3_1	7.1.1.-	COG1034	NADH-quinone oxidoreductase chain 3
MAMBLCDF_02411	CDS	1020	nuoH_1	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
MAMBLCDF_02412	CDS	240				hypothetical protein
MAMBLCDF_02413	CDS	489	nuoI_1	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
MAMBLCDF_02414	CDS	624	nuoJ_1	7.1.1.-	COG0839	NADH-quinone oxidoreductase subunit J
MAMBLCDF_02415	CDS	306	nuoK_1	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
MAMBLCDF_02416	CDS	2031	nuoL_1	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
MAMBLCDF_02417	CDS	1515	nuoM	7.1.1.-	COG1008	NADH-quinone oxidoreductase subunit M
MAMBLCDF_02418	CDS	1428	nuoN_1	7.1.1.-	COG1007	NADH-quinone oxidoreductase subunit N
MAMBLCDF_02419	CDS	774	birA_1	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
MAMBLCDF_02420	CDS	1671	rnj_1	3.1.-.-	COG0595	Ribonuclease J
MAMBLCDF_02421	CDS	405	epi	5.1.99.-	COG0346	Ethylmalonyl-CoA/methylmalonyl-CoA epimerase
MAMBLCDF_02422	CDS	414	rutC_3	1.-.-.-		Putative aminoacrylate peracid reductase RutC
MAMBLCDF_02423	CDS	231				hypothetical protein
MAMBLCDF_02424	CDS	546				hypothetical protein
MAMBLCDF_02425	CDS	636				hypothetical protein
MAMBLCDF_02426	CDS	468	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
MAMBLCDF_02427	CDS	1086	queA_1	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
MAMBLCDF_02428	CDS	540				hypothetical protein
MAMBLCDF_02429	CDS	1266	msrP_3	1.8.5.-		Protein-methionine-sulfoxide reductase catalytic subunit MsrP
MAMBLCDF_02430	CDS	957			COG3039	IS5 family transposase IS4811
MAMBLCDF_02431	CDS	1140	rnd_2	3.1.13.5	COG0349	Ribonuclease D
MAMBLCDF_02432	CDS	2013	aspS_1	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
MAMBLCDF_02433	CDS	372				hypothetical protein
MAMBLCDF_02434	CDS	306				hypothetical protein
MAMBLCDF_02435	CDS	891				hypothetical protein
MAMBLCDF_02436	CDS	1059				hypothetical protein
MAMBLCDF_02437	CDS	729	dapH_1	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
MAMBLCDF_02438	CDS	1851				hypothetical protein
MAMBLCDF_02439	CDS	489				hypothetical protein
MAMBLCDF_02440	CDS	777	kdgR_1		COG1414	Transcriptional regulator KdgR
MAMBLCDF_02441	CDS	795	glnH_2		COG0834	ABC transporter glutamine-binding protein GlnH
MAMBLCDF_02442	CDS	1155	doeA_2	3.5.4.44	COG0006	Ectoine hydrolase
MAMBLCDF_02443	CDS	159				hypothetical protein
MAMBLCDF_02444	tRNA	77				tRNA-Pro(tgg)
MAMBLCDF_02445	CDS	306				hypothetical protein
MAMBLCDF_02446	tRNA	77				tRNA-Arg(tct)
MAMBLCDF_02447	CDS	669				hypothetical protein
MAMBLCDF_02448	CDS	339				hypothetical protein
MAMBLCDF_02449	CDS	2166				hypothetical protein
MAMBLCDF_02450	CDS	825				hypothetical protein
MAMBLCDF_02451	CDS	384				hypothetical protein
MAMBLCDF_02452	CDS	1788				hypothetical protein
MAMBLCDF_02453	CDS	2643	recD2_2	3.6.4.12		ATP-dependent RecD-like DNA helicase
MAMBLCDF_02454	CDS	216				hypothetical protein
MAMBLCDF_02455	tRNA	75				tRNA-Glu(ttc)
MAMBLCDF_02456	CDS	1803	recJ_1	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
MAMBLCDF_02457	CDS	1440	hsrA			putative transport protein HsrA
MAMBLCDF_02458	CDS	330				hypothetical protein
MAMBLCDF_02459	CDS	1551	guaB_1	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
MAMBLCDF_02460	CDS	411				hypothetical protein
MAMBLCDF_02461	CDS	1260	mdtA_3			Multidrug resistance protein MdtA
MAMBLCDF_02462	CDS	3156	mdtC_2			Multidrug resistance protein MdtC
MAMBLCDF_02463	CDS	981				hypothetical protein
MAMBLCDF_02464	CDS	1095				hypothetical protein
MAMBLCDF_02465	CDS	1050	mcl	4.1.3.24	COG2301	Malyl-CoA/beta-methylmalyl-CoA/citramalyl-CoA lyase
MAMBLCDF_02466	CDS	330	hspQ		COG3785	Heat shock protein HspQ
MAMBLCDF_02467	CDS	1398	hflX_1		COG2262	GTPase HflX
MAMBLCDF_02468	CDS	249	hfq_1		COG1923	RNA-binding protein Hfq
MAMBLCDF_02469	CDS	1368	glnG		COG2204	DNA-binding transcriptional regulator NtrC
MAMBLCDF_02470	CDS	2382	sasA_10	2.7.-.-		Adaptive-response sensory-kinase SasA
MAMBLCDF_02471	CDS	801				hypothetical protein
MAMBLCDF_02472	CDS	1452	ntrC		COG2204	DNA-binding transcriptional regulator NtrC
MAMBLCDF_02473	CDS	1143	glnL	2.7.13.3	COG3852	Sensory histidine kinase/phosphatase NtrB
MAMBLCDF_02474	CDS	972	dusB_1	1.3.1.-	COG0042	tRNA-dihydrouridine synthase B
MAMBLCDF_02475	CDS	1194	ispDF	4.6.1.12		Bifunctional enzyme IspD/IspF
MAMBLCDF_02476	CDS	498	pncC	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
MAMBLCDF_02477	CDS	471	ratA		COG2867	Ribosome association toxin RatA
MAMBLCDF_02478	CDS	1002	lipA_1	2.8.1.8		Lipoyl synthase
MAMBLCDF_02479	CDS	276				hypothetical protein
MAMBLCDF_02480	CDS	342				hypothetical protein
MAMBLCDF_02481	CDS	249				hypothetical protein
MAMBLCDF_02482	CDS	690				hypothetical protein
MAMBLCDF_02483	CDS	1440	lpd_1	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
MAMBLCDF_02484	CDS	693				hypothetical protein
MAMBLCDF_02485	CDS	1365	pdhC_1	2.3.1.12		Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
MAMBLCDF_02486	CDS	384				hypothetical protein
MAMBLCDF_02487	CDS	1404	dxs_2	2.2.1.7		1-deoxy-D-xylulose-5-phosphate synthase
MAMBLCDF_02488	CDS	1092	acoA_2	1.1.1.-	COG1071	Acetoin:2,6-dichlorophenolindophenol oxidoreductase subunit alpha
MAMBLCDF_02489	CDS	312				hypothetical protein
MAMBLCDF_02490	CDS	1080				hypothetical protein
MAMBLCDF_02491	tRNA	75				tRNA-Lys(ttt)
MAMBLCDF_02492	CDS	900	yofA_1		COG0583	HTH-type transcriptional regulator YofA
MAMBLCDF_02493	CDS	1260	dadA1_3	1.4.99.-	COG0665	D-amino acid dehydrogenase 1
MAMBLCDF_02494	CDS	1473				hypothetical protein
MAMBLCDF_02495	CDS	363	yabJ_2	3.5.99.10	COG0251	2-iminobutanoate/2-iminopropanoate deaminase
MAMBLCDF_02496	CDS	684	artQ		COG0765	Arginine transport system permease protein ArtQ
MAMBLCDF_02497	CDS	732				hypothetical protein
MAMBLCDF_02498	CDS	708	glnQ_5			Glutamine transport ATP-binding protein GlnQ
MAMBLCDF_02499	CDS	825	glnH_3		COG0834	ABC transporter glutamine-binding protein GlnH
MAMBLCDF_02500	CDS	150				hypothetical protein
MAMBLCDF_02501	CDS	261				hypothetical protein
MAMBLCDF_02502	CDS	240				hypothetical protein
MAMBLCDF_02503	CDS	804				hypothetical protein
MAMBLCDF_02504	CDS	273				hypothetical protein
MAMBLCDF_02505	CDS	549				hypothetical protein
MAMBLCDF_02506	CDS	1518	nnr_1		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
MAMBLCDF_02507	CDS	339	glnB		COG0347	Nitrogen regulatory protein P-II
MAMBLCDF_02508	CDS	1410	glnA	6.3.1.2	COG0174	Glutamine synthetase
MAMBLCDF_02509	CDS	1368				hypothetical protein
MAMBLCDF_02510	CDS	948				hypothetical protein
MAMBLCDF_02511	CDS	1233	mshA_6	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
MAMBLCDF_02512	CDS	387				hypothetical protein
MAMBLCDF_02513	CDS	2058	parE	5.6.2.2	COG0187	DNA topoisomerase 4 subunit B
MAMBLCDF_02514	CDS	909				hypothetical protein
MAMBLCDF_02515	CDS	261				hypothetical protein
MAMBLCDF_02516	CDS	720	rutD_3	3.5.1.-		Putative aminoacrylate hydrolase RutD
MAMBLCDF_02517	CDS	1455	rhlE_2	3.6.4.13		ATP-dependent RNA helicase RhlE
MAMBLCDF_02518	CDS	1059	vdcA	2.7.7.65		Diguanylate cyclase VdcA
MAMBLCDF_02519	CDS	396	iscA_1		COG0316	Iron-binding protein IscA
MAMBLCDF_02520	CDS	1074	hcxB	1.1.1.-	COG2055	Hydroxycarboxylate dehydrogenase B
MAMBLCDF_02521	CDS	363				hypothetical protein
MAMBLCDF_02522	CDS	420				hypothetical protein
MAMBLCDF_02523	CDS	888	phzF_2	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
MAMBLCDF_02524	CDS	1515	gatA_2	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
MAMBLCDF_02525	CDS	288	gatC_1	6.3.5.-	COG0721	Glutamyl-tRNA(Gln) amidotransferase subunit C
MAMBLCDF_02526	CDS	699				hypothetical protein
MAMBLCDF_02527	CDS	243				hypothetical protein
MAMBLCDF_02528	CDS	1701	ade	3.5.4.2	COG1001	Adenine deaminase
MAMBLCDF_02529	CDS	966	comC_1	1.1.1.338	COG2055	(2R)-3-sulfolactate dehydrogenase (NADP(+))
MAMBLCDF_02530	CDS	933	slcC	1.1.1.310	COG0111	(S)-sulfolactate dehydrogenase
MAMBLCDF_02531	CDS	1053				hypothetical protein
MAMBLCDF_02532	CDS	588				hypothetical protein
MAMBLCDF_02533	CDS	1284	suyB_2	4.4.1.24		(2R)-sulfolactate sulfo-lyase subunit beta
MAMBLCDF_02534	CDS	288	garD_2	4.2.1.42		Galactarate dehydratase (L-threo-forming)
MAMBLCDF_02535	CDS	717	yurK		COG2188	putative HTH-type transcriptional regulator YurK
MAMBLCDF_02536	CDS	1005				hypothetical protein
MAMBLCDF_02537	CDS	483	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
MAMBLCDF_02538	CDS	360				hypothetical protein
MAMBLCDF_02539	CDS	414				hypothetical protein
MAMBLCDF_02540	CDS	267				hypothetical protein
MAMBLCDF_02541	CDS	1209				hypothetical protein
MAMBLCDF_02542	CDS	624	plsY_1	2.3.1.275	COG0344	Glycerol-3-phosphate acyltransferase
MAMBLCDF_02543	CDS	1305	pyrC_1	3.5.2.3	COG0044	Dihydroorotase
MAMBLCDF_02544	CDS	945	pyrB_1	2.1.3.2		Aspartate carbamoyltransferase
MAMBLCDF_02545	CDS	2670	topA	5.6.2.1	COG0550	DNA topoisomerase 1
MAMBLCDF_02546	CDS	2094				hypothetical protein
MAMBLCDF_02547	CDS	276				hypothetical protein
MAMBLCDF_02548	CDS	468				hypothetical protein
MAMBLCDF_02549	CDS	408				hypothetical protein
MAMBLCDF_02550	CDS	1137				hypothetical protein
MAMBLCDF_02551	CDS	948	mhqA	1.13.11.-	COG0346	Putative ring-cleaving dioxygenase MhqA
MAMBLCDF_02552	CDS	351				hypothetical protein
MAMBLCDF_02553	CDS	2355	namA_2	1.6.99.1		NADPH dehydrogenase
MAMBLCDF_02554	CDS	762	actIII_2	1.3.1.-		Putative ketoacyl reductase
MAMBLCDF_02555	CDS	546				hypothetical protein
MAMBLCDF_02556	CDS	834		4.2.1.17	COG1024	putative enoyl-CoA hydratase echA12
MAMBLCDF_02557	CDS	1191		1.3.99.-	COG1960	putative acyl-CoA dehydrogenase fadE25
MAMBLCDF_02558	CDS	1647	bclA	6.2.1.25		Benzoate--CoA ligase
MAMBLCDF_02559	CDS	432	rutC_4	1.-.-.-		Putative aminoacrylate peracid reductase RutC
MAMBLCDF_02560	CDS	804	iolB	5.3.1.30	COG3718	5-deoxy-glucuronate isomerase
MAMBLCDF_02561	CDS	900	iolE	4.2.1.44	COG1082	Inosose dehydratase
MAMBLCDF_02562	CDS	1842	iolD	3.7.1.22	COG3962	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase
MAMBLCDF_02563	CDS	1902	iolC	2.7.1.92		5-dehydro-2-deoxygluconokinase
MAMBLCDF_02564	CDS	849	murR			HTH-type transcriptional regulator MurR
MAMBLCDF_02565	CDS	801	baiA_1	1.1.1.392		3-alpha-hydroxycholanate dehydrogenase (NADP(+))
MAMBLCDF_02566	CDS	999	idhA	1.1.1.18		Inositol 2-dehydrogenase
MAMBLCDF_02567	CDS	801	suhB_2	3.1.3.11	COG0483	Fructose-1,6-bisphosphatase/inositol-1-monophosphatase
MAMBLCDF_02568	CDS	1041			COG1840	putative protein
MAMBLCDF_02569	CDS	2202				hypothetical protein
MAMBLCDF_02570	CDS	1068	potA_6	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
MAMBLCDF_02571	CDS	1716				hypothetical protein
MAMBLCDF_02572	CDS	1275	fsr_1			Fosmidomycin resistance protein
MAMBLCDF_02573	CDS	231				hypothetical protein
MAMBLCDF_02574	CDS	453	norC_1		COG2010	Nitric oxide reductase subunit C
MAMBLCDF_02575	CDS	1365	norB_1	1.7.2.5		Nitric oxide reductase subunit B
MAMBLCDF_02576	CDS	825	nirQ_1		COG0714	Denitrification regulatory protein NirQ
MAMBLCDF_02577	CDS	1896				hypothetical protein
MAMBLCDF_02578	CDS	156				hypothetical protein
MAMBLCDF_02579	CDS	297				hypothetical protein
MAMBLCDF_02580	CDS	1398				hypothetical protein
MAMBLCDF_02581	CDS	543				hypothetical protein
MAMBLCDF_02582	CDS	285	sufT			Fe-S protein maturation auxiliary factor SufT
MAMBLCDF_02583	CDS	1131	nirK	1.7.2.1		Copper-containing nitrite reductase
MAMBLCDF_02584	CDS	888	egtB_1	1.14.99.50		Hercynine oxygenase
MAMBLCDF_02585	CDS	552				hypothetical protein
MAMBLCDF_02586	CDS	264				hypothetical protein
MAMBLCDF_02587	CDS	792			COG0664	Cyclic AMP receptor protein
MAMBLCDF_02588	CDS	1206				hypothetical protein
MAMBLCDF_02589	CDS	429	petE_1			Plastocyanin
MAMBLCDF_02590	CDS	372				hypothetical protein
MAMBLCDF_02591	CDS	897				hypothetical protein
MAMBLCDF_02592	CDS	978	yhbU	3.4.-.-	COG0826	putative protease YhbU
MAMBLCDF_02593	CDS	564	ubiJ			Ubiquinone biosynthesis accessory factor UbiJ
MAMBLCDF_02594	CDS	1545	ubiD_1	4.1.1.98	COG0043	3-octaprenyl-4-hydroxybenzoate carboxy-lyase
MAMBLCDF_02595	CDS	642	ubiX_1	2.5.1.129	COG0163	Flavin prenyltransferase UbiX
MAMBLCDF_02596	CDS	1632	cysN	2.7.7.4		Sulfate adenylyltransferase subunit 1
MAMBLCDF_02597	CDS	903	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
